AsSOC,current,diffTime
12796.4,-6.57573,18.765
12947.6,8.00008,18.906
12970.7,1.23049,18.735
13004.3,1.77588,18.922
12831.2,-9.18531,18.843
12983.9,8.11337,18.813
12890.8,-4.91659,18.922
13064.2,9.18354,18.875
13236.1,9.11135,18.875
13233.6,-0.133853,18.922
13364.2,6.96561,18.75
13493.5,6.81829,18.968
13555.2,3.26063,18.922
13455.4,-5.27074,18.938
13355.9,-5.24601,18.969
13223.9,-7.01301,18.828
13107.5,-6.13029,18.984
12956.3,-7.91883,19.094
13140.3,9.62206,19.125
13030,-5.77014,19.109
13141,5.82195,19.063
13002.6,-7.27877,19.015
12860.3,-7.47047,19.047
12756.6,-5.41402,19.156
12578.1,-9.29843,19.204
12684.4,5.55261,19.156
12774.7,4.74476,19.031
12600.7,-9.09778,19.125
12580.5,-1.06032,19.094
12569.3,-0.581824,19.156
12590.7,1.10949,19.281
12672.3,4.22896,19.282
12639.4,-1.70388,19.296
12471.6,-8.76107,19.157
12511.6,2.08363,19.234
12410.7,-5.24486,19.25
12414.9,0.222081,19.172
12376.2,-2.00846,19.297
12332.3,-2.26918,19.328
12456.8,6.42646,19.375
12267.8,-9.78609,19.312
12118.4,-7.74579,19.297
12025.9,-4.77853,19.344
11890.2,-7.00971,19.359
11964.2,3.82496,19.344
12003.1,2.00551,19.406
12143.1,7.21894,19.391
11973.1,-8.77458,19.375
12137.1,8.40053,19.516
12083.3,-2.75733,19.484
12226,7.33829,19.438
12059.7,-8.53597,19.484
11994.1,-3.3664,19.484
12073.5,4.07757,19.469
11906.4,-8.56931,19.5
11728.2,-9.1782,19.406
11600.4,-6.57629,19.438
11762,8.28162,19.515
11830.2,3.48636,19.547
11964.2,6.84848,19.563
11942.6,-1.091,19.719
12058.3,5.89761,19.609
11880,-9.04696,19.703
11929.3,2.50727,19.641
11915.1,-0.720405,19.656
11975.1,3.05934,19.609
12152.9,9.02265,19.703
12096.3,-2.85083,19.844
12091.4,-0.247265,19.86
11974.6,-5.83734,20.015
11935.1,-1.9762,19.969
11889.1,-2.27344,20.25
11855.9,-1.64873,20.109
12026.4,8.48545,20.094
11946.8,-3.93093,20.25
12087.6,6.96034,20.234
11912.7,-8.65408,20.219
11747.4,-8.14834,20.281
11798.7,2.52884,20.266
11596.1,-9.99395,20.266
11682.9,4.26435,20.359
11661.1,-1.06944,20.422
11619.1,-2.04709,20.5
11591.4,-1.36071,20.359
11734.1,8.50161,16.781
11582.2,-8.02867,18.922
11470.9,-6.15801,18.078
11501.6,1.69173,18.141
11492.2,-0.512711,18.172
11577,4.66215,18.187
11752.4,9.65061,18.172
11850,5.36418,18.188
11856.4,0.353489,18.203
11863.1,0.371088,18.172
11866.2,0.16886,18.203
11726,-7.71439,18.172
11800.6,4.09954,18.203
11936,7.45628,18.156
11859.7,-4.18459,18.234
11966.4,5.87417,18.157
12000.8,1.89207,18.218
11841.6,-8.77888,18.141
11786.7,-3.00623,18.25
11804.4,0.971471,18.156
11803.7,-0.0390095,18.141
11929,6.91147,18.14
11941.9,0.713434,18.094
11916.4,-1.40462,18.203
12042.3,6.92631,18.188
12088.7,2.5565,18.14
11972.5,-6.32104,18.391
11997.9,1.40318,18.141
11823.6,-9.53729,18.281
11722,-5.55062,18.297
11794.7,3.99108,18.203
11870,4.12091,18.281
11878.5,0.46605,18.25
11759.9,-6.51272,18.219
11792.7,1.80735,18.172
11852.4,3.25082,18.375
11751.3,-5.56767,18.172
11864.4,6.21302,18.218
11852.7,-0.650177,18.125
11769.4,-4.54032,18.329
11721.8,-2.59944,18.312
11666.3,-3.04572,18.219
11738.7,3.95156,18.312
11569.5,-9.20875,18.375
11723.9,8.43081,18.313
11741.5,0.965926,18.219
11765.9,1.34032,18.234
11937.4,9.35616,18.328
11769.1,-9.22805,18.234
11904.1,7.36257,18.329
11805,-5.42851,18.25
11941.7,7.45817,18.328
11895.7,-2.51296,18.328
11990.8,5.18661,18.344
12170.8,9.79861,18.375
12122.3,-2.63909,18.406
12035.3,-4.7213,18.422
12166.2,7.14177,18.328
11998.8,-9.15506,18.281
12105.1,5.74865,18.484
12204.9,5.45188,18.313
12062.9,-7.7507,18.328
12131,3.69608,18.422
12304.5,9.44324,18.375
12182.9,-6.56407,18.516
12075.9,-5.8347,18.343
12019.7,-3.05411,18.422
12168.1,8.07007,18.391
12228.6,3.296,18.359
12325.6,5.27786,18.391
12309.9,-0.855325,18.359
12426.9,6.35858,18.391
12587,8.70597,18.39
12677.5,4.88857,18.516
12742.9,3.53849,18.484
12717.1,-1.40138,18.438
12536.7,-9.77509,18.453
12384.5,-8.23221,18.484
12354.9,-1.59775,18.547
12519,8.89996,18.438
12479.6,-2.13113,18.5
12507.7,1.52305,18.484
12495,-0.68419,18.641
12399.5,-5.18018,18.437
12415.7,0.869594,18.672
12563,7.96496,18.5
12501.3,-3.32208,18.578
12425,-4.11728,18.547
12370.4,-2.94204,18.547
12194.1,-9.47435,18.609
12113.1,-4.37594,18.5
12230.3,6.30322,18.594
12365.2,7.26466,18.563
12466.9,5.4482,18.672
12476.7,0.528824,18.546
12492.1,0.830193,18.579
12506.1,0.747993,18.625
12380.9,-6.69859,18.687
12487.9,5.71501,18.719
12481.6,-0.338217,18.703
12543.3,3.31395,18.641
12520.4,-1.22783,18.687
12406.2,-6.08577,18.766
12428.8,1.20722,18.734
12367.9,-3.25354,18.703
12526.4,8.45298,18.75
12445.9,-4.26812,18.86
12583.4,7.30894,18.812
12758.2,9.30257,18.781
12876.7,6.34007,18.703
12691,-9.92016,18.719
12796.8,5.64755,18.735
12673.4,-6.57573,18.765
12824.7,8.00008,18.906
12847.8,1.23049,18.735
12881.4,1.77588,18.922
12708.3,-9.18531,18.843
12860.9,8.11337,18.813
12767.9,-4.91659,18.922
12941.2,9.18354,18.875
13113.2,9.11135,18.875
13110.7,-0.133853,18.922
13241.3,6.96561,18.75
13370.6,6.81829,18.968
13432.3,3.26063,18.922
13332.5,-5.27074,18.938
13233,-5.24601,18.969
13100.9,-7.01301,18.828
12984.5,-6.13029,18.984
12833.3,-7.91883,19.094
13017.4,9.62206,19.125
12907.1,-5.77014,19.109
13018.1,5.82195,19.063
12879.7,-7.27877,19.015
12737.4,-7.47047,19.047
12633.7,-5.41402,19.156
12455.1,-9.29843,19.204
12561.5,5.55261,19.156
12651.8,4.74476,19.031
12477.8,-9.09778,19.125
12457.5,-1.06032,19.094
12446.4,-0.581824,19.156
12467.8,1.10949,19.281
12549.3,4.22896,19.282
12516.5,-1.70388,19.296
12348.6,-8.76107,19.157
12388.7,2.08363,19.234
12287.7,-5.24486,19.25
12292,0.222081,19.172
12253.2,-2.00846,19.297
12209.4,-2.26918,19.328
12333.9,6.42646,19.375
12144.9,-9.78609,19.312
11995.4,-7.74579,19.297
11903,-4.77853,19.344
11767.3,-7.00971,19.359
11841.3,3.82496,19.344
11880.2,2.00551,19.406
12020.2,7.21894,19.391
11850.2,-8.77458,19.375
12014.1,8.40053,19.516
11960.4,-2.75733,19.484
12103,7.33829,19.438
11936.7,-8.53597,19.484
11871.1,-3.3664,19.484
11950.5,4.07757,19.469
11783.4,-8.56931,19.5
11605.3,-9.1782,19.406
11477.5,-6.57629,19.438
11639.1,8.28162,19.515
11707.2,3.48636,19.547
11841.2,6.84848,19.563
11819.7,-1.091,19.719
11935.3,5.89761,19.609
11757.1,-9.04696,19.703
11806.3,2.50727,19.641
11792.2,-0.720405,19.656
11852.2,3.05934,19.609
12029.9,9.02265,19.703
11973.4,-2.85083,19.844
11968.5,-0.247265,19.86
11851.6,-5.83734,20.015
11812.2,-1.9762,19.969
11766.1,-2.27344,20.25
11733,-1.64873,20.109
11903.5,8.48545,20.094
11823.9,-3.93093,20.25
11964.7,6.96034,20.234
11789.7,-8.65408,20.219
11624.5,-8.14834,20.281
11675.7,2.52884,20.266
11473.2,-9.99395,20.266
11560,4.26435,20.359
11538.2,-1.06944,20.422
11496.2,-2.04709,20.5
11468.5,-1.36071,20.359
11611.2,8.50161,16.781
11459.2,-8.02867,18.922
11347.9,-6.15801,18.078
11378.6,1.69173,18.141
11369.3,-0.512711,18.172
11454.1,4.66215,18.187
11629.5,9.65061,18.172
11727,5.36418,18.188
11733.5,0.353489,18.203
11740.2,0.371088,18.172
11743.3,0.16886,18.203
11603.1,-7.71439,18.172
11677.7,4.09954,18.203
11813.1,7.45628,18.156
11736.8,-4.18459,18.234
11843.4,5.87417,18.157
11877.9,1.89207,18.218
11718.7,-8.77888,18.141
11663.8,-3.00623,18.25
11681.4,0.971471,18.156
11680.7,-0.0390095,18.141
11806.1,6.91147,18.14
11819,0.713434,18.094
11793.4,-1.40462,18.203
11919.4,6.92631,18.188
11965.8,2.5565,18.14
11849.5,-6.32104,18.391
11875,1.40318,18.141
11700.6,-9.53729,18.281
11599.1,-5.55062,18.297
11671.7,3.99108,18.203
11747.1,4.12091,18.281
11755.6,0.46605,18.25
11636.9,-6.51272,18.219
11669.8,1.80735,18.172
11729.5,3.25082,18.375
11628.3,-5.56767,18.172
11741.5,6.21302,18.218
11729.7,-0.650177,18.125
11646.5,-4.54032,18.329
11598.9,-2.59944,18.312
11543.4,-3.04572,18.219
11615.8,3.95156,18.312
11446.6,-9.20875,18.375
11600.9,8.43081,18.313
11618.5,0.965926,18.219
11643,1.34032,18.234
11814.5,9.35616,18.328
11646.2,-9.22805,18.234
11781.1,7.36257,18.329
11682.1,-5.42851,18.25
11818.8,7.45817,18.328
11772.7,-2.51296,18.328
11867.9,5.18661,18.344
12047.9,9.79861,18.375
11999.3,-2.63909,18.406
11912.4,-4.7213,18.422
12043.3,7.14177,18.328
11875.9,-9.15506,18.281
11982.1,5.74865,18.484
12082,5.45188,18.313
11939.9,-7.7507,18.328
12008,3.69608,18.422
12181.5,9.44324,18.375
12060,-6.56407,18.516
11953,-5.8347,18.343
11896.7,-3.05411,18.422
12045.1,8.07007,18.391
12105.6,3.296,18.359
12202.7,5.27786,18.391
12187,-0.855325,18.359
12303.9,6.35858,18.391
12464,8.70597,18.39
12554.6,4.88857,18.516
12620,3.53849,18.484
12594.1,-1.40138,18.438
12413.7,-9.77509,18.453
12261.6,-8.23221,18.484
12232,-1.59775,18.547
12396,8.89996,18.438
12356.6,-2.13113,18.5
12384.8,1.52305,18.484
12372,-0.68419,18.641
12276.5,-5.18018,18.437
12292.8,0.869594,18.672
12440.1,7.96496,18.5
12378.4,-3.32208,18.578
12302,-4.11728,18.547
12247.5,-2.94204,18.547
12071.1,-9.47435,18.609
11990.2,-4.37594,18.5
12107.4,6.30322,18.594
12242.2,7.26466,18.563
12344,5.4482,18.672
12353.8,0.528824,18.546
12369.2,0.830193,18.579
12383.1,0.747993,18.625
12258,-6.69859,18.687
12364.9,5.71501,18.719
12358.6,-0.338217,18.703
12420.4,3.31395,18.641
12397.4,-1.22783,18.687
12283.2,-6.08577,18.766
12305.9,1.20722,18.734
12245,-3.25354,18.703
12403.5,8.45298,18.75
12323,-4.26812,18.86
12460.5,7.30894,18.812
12635.2,9.30257,18.781
12753.8,6.34007,18.703
12568.1,-9.92016,18.719
12673.9,5.64755,18.735
12550.5,-6.57573,18.765
12701.8,8.00008,18.906
12724.8,1.23049,18.735
12758.4,1.77588,18.922
12585.3,-9.18531,18.843
12738,8.11337,18.813
12644.9,-4.91659,18.922
12818.3,9.18354,18.875
12990.3,9.11135,18.875
12987.7,-0.133853,18.922
13118.3,6.96561,18.75
13247.7,6.81829,18.968
13309.4,3.26063,18.922
13209.5,-5.27074,18.938
13110,-5.24601,18.969
12978,-7.01301,18.828
12861.6,-6.13029,18.984
12710.4,-7.91883,19.094
12894.4,9.62206,19.125
12784.2,-5.77014,19.109
12895.1,5.82195,19.063
12756.7,-7.27877,19.015
12614.5,-7.47047,19.047
12510.7,-5.41402,19.156
12332.2,-9.29843,19.204
12438.5,5.55261,19.156
12528.8,4.74476,19.031
12354.8,-9.09778,19.125
12334.6,-1.06032,19.094
12323.5,-0.581824,19.156
12344.8,1.10949,19.281
12426.4,4.22896,19.282
12393.5,-1.70388,19.296
12225.7,-8.76107,19.157
12265.7,2.08363,19.234
12164.8,-5.24486,19.25
12169,0.222081,19.172
12130.3,-2.00846,19.297
12086.4,-2.26918,19.328
12210.9,6.42646,19.375
12022,-9.78609,19.312
11872.5,-7.74579,19.297
11780,-4.77853,19.344
11644.3,-7.00971,19.359
11718.3,3.82496,19.344
11757.3,2.00551,19.406
11897.2,7.21894,19.391
11727.2,-8.77458,19.375
11891.2,8.40053,19.516
11837.4,-2.75733,19.484
11980.1,7.33829,19.438
11813.8,-8.53597,19.484
11748.2,-3.3664,19.484
11827.6,4.07757,19.469
11660.5,-8.56931,19.5
11482.4,-9.1782,19.406
11354.5,-6.57629,19.438
11516.1,8.28162,19.515
11584.3,3.48636,19.547
11718.3,6.84848,19.563
11696.8,-1.091,19.719
11812.4,5.89761,19.609
11634.1,-9.04696,19.703
11683.4,2.50727,19.641
11669.2,-0.720405,19.656
11729.2,3.05934,19.609
11907,9.02265,19.703
11850.4,-2.85083,19.844
11845.5,-0.247265,19.86
11728.7,-5.83734,20.015
11689.2,-1.9762,19.969
11643.2,-2.27344,20.25
11610,-1.64873,20.109
11780.5,8.48545,20.094
11700.9,-3.93093,20.25
11841.8,6.96034,20.234
11666.8,-8.65408,20.219
11501.5,-8.14834,20.281
11552.8,2.52884,20.266
11350.2,-9.99395,20.266
11437.1,4.26435,20.359
11415.2,-1.06944,20.422
11373.3,-2.04709,20.5
11345.6,-1.36071,20.359
11488.2,8.50161,16.781
11336.3,-8.02867,18.922
11225,-6.15801,18.078
11255.7,1.69173,18.141
11246.4,-0.512711,18.172
11331.1,4.66215,18.187
11506.5,9.65061,18.172
11604.1,5.36418,18.188
11610.5,0.353489,18.203
11617.3,0.371088,18.172
11620.3,0.16886,18.203
11480.1,-7.71439,18.172
11554.8,4.09954,18.203
11690.1,7.45628,18.156
11613.8,-4.18459,18.234
11720.5,5.87417,18.157
11755,1.89207,18.218
11595.7,-8.77888,18.141
11540.8,-3.00623,18.25
11558.5,0.971471,18.156
11557.8,-0.0390095,18.141
11683.1,6.91147,18.14
11696.1,0.713434,18.094
11670.5,-1.40462,18.203
11796.5,6.92631,18.188
11842.8,2.5565,18.14
11726.6,-6.32104,18.391
11752,1.40318,18.141
11577.7,-9.53729,18.281
11476.1,-5.55062,18.297
11548.8,3.99108,18.203
11624.1,4.12091,18.281
11632.6,0.46605,18.25
11514,-6.51272,18.219
11546.8,1.80735,18.172
11606.5,3.25082,18.375
11505.4,-5.56767,18.172
11618.6,6.21302,18.218
11606.8,-0.650177,18.125
11523.6,-4.54032,18.329
11476,-2.59944,18.312
11420.5,-3.04572,18.219
11492.8,3.95156,18.312
11323.6,-9.20875,18.375
11478,8.43081,18.313
11495.6,0.965926,18.219
11520,1.34032,18.234
11691.5,9.35616,18.328
11523.3,-9.22805,18.234
11658.2,7.36257,18.329
11559.1,-5.42851,18.25
11695.8,7.45817,18.328
11649.8,-2.51296,18.328
11744.9,5.18661,18.344
11925,9.79861,18.375
11876.4,-2.63909,18.406
11789.4,-4.7213,18.422
11920.3,7.14177,18.328
11752.9,-9.15506,18.281
11859.2,5.74865,18.484
11959,5.45188,18.313
11817,-7.7507,18.328
11885.1,3.69608,18.422
12058.6,9.44324,18.375
11937.1,-6.56407,18.516
11830,-5.8347,18.343
11773.8,-3.05411,18.422
11922.2,8.07007,18.391
11982.7,3.296,18.359
12079.8,5.27786,18.391
12064.1,-0.855325,18.359
12181,6.35858,18.391
12341.1,8.70597,18.39
12431.6,4.88857,18.516
12497,3.53849,18.484
12471.2,-1.40138,18.438
12290.8,-9.77509,18.453
12138.6,-8.23221,18.484
12109,-1.59775,18.547
12273.1,8.89996,18.438
12233.7,-2.13113,18.5
12261.8,1.52305,18.484
12249.1,-0.68419,18.641
12153.6,-5.18018,18.437
12169.8,0.869594,18.672
12317.2,7.96496,18.5
12255.4,-3.32208,18.578
12179.1,-4.11728,18.547
12124.5,-2.94204,18.547
11948.2,-9.47435,18.609
11867.2,-4.37594,18.5
11984.5,6.30322,18.594
12119.3,7.26466,18.563
12221,5.4482,18.672
12230.8,0.528824,18.546
12246.3,0.830193,18.579
12260.2,0.747993,18.625
12135,-6.69859,18.687
12242,5.71501,18.719
12235.7,-0.338217,18.703
12297.5,3.31395,18.641
12274.5,-1.22783,18.687
12160.3,-6.08577,18.766
12182.9,1.20722,18.734
12122.1,-3.25354,18.703
12280.6,8.45298,18.75
12200.1,-4.26812,18.86
12337.6,7.30894,18.812
12512.3,9.30257,18.781
12630.8,6.34007,18.703
12445.2,-9.92016,18.719
12551,5.64755,18.735
12427.6,-6.57573,18.765
12578.8,8.00008,18.906
12601.9,1.23049,18.735
12635.5,1.77588,18.922
12462.4,-9.18531,18.843
12615,8.11337,18.813
12522,-4.91659,18.922
12695.3,9.18354,18.875
12867.3,9.11135,18.875
12864.8,-0.133853,18.922
12995.4,6.96561,18.75
13124.7,6.81829,18.968
13186.4,3.26063,18.922
13086.6,-5.27074,18.938
12987.1,-5.24601,18.969
12855,-7.01301,18.828
12738.7,-6.13029,18.984
12587.5,-7.91883,19.094
12771.5,9.62206,19.125
12661.2,-5.77014,19.109
12772.2,5.82195,19.063
12633.8,-7.27877,19.015
12491.5,-7.47047,19.047
12387.8,-5.41402,19.156
12209.2,-9.29843,19.204
12315.6,5.55261,19.156
12405.9,4.74476,19.031
12231.9,-9.09778,19.125
12211.7,-1.06032,19.094
12200.5,-0.581824,19.156
12221.9,1.10949,19.281
12303.4,4.22896,19.282
12270.6,-1.70388,19.296
12102.7,-8.76107,19.157
12142.8,2.08363,19.234
12041.8,-5.24486,19.25
12046.1,0.222081,19.172
12007.3,-2.00846,19.297
11963.5,-2.26918,19.328
12088,6.42646,19.375
11899,-9.78609,19.312
11749.5,-7.74579,19.297
11657.1,-4.77853,19.344
11521.4,-7.00971,19.359
11595.4,3.82496,19.344
11634.3,2.00551,19.406
11774.3,7.21894,19.391
11604.3,-8.77458,19.375
11768.2,8.40053,19.516
11714.5,-2.75733,19.484
11857.1,7.33829,19.438
11690.8,-8.53597,19.484
11625.2,-3.3664,19.484
11704.6,4.07757,19.469
11537.5,-8.56931,19.5
11359.4,-9.1782,19.406
11231.6,-6.57629,19.438
11393.2,8.28162,19.515
11461.3,3.48636,19.547
11595.3,6.84848,19.563
11573.8,-1.091,19.719
11689.5,5.89761,19.609
11511.2,-9.04696,19.703
11560.5,2.50727,19.641
11546.3,-0.720405,19.656
11606.3,3.05934,19.609
11784.1,9.02265,19.703
11727.5,-2.85083,19.844
11722.6,-0.247265,19.86
11605.7,-5.83734,20.015
11566.3,-1.9762,19.969
11520.2,-2.27344,20.25
11487.1,-1.64873,20.109
11657.6,8.48545,20.094
11578,-3.93093,20.25
11718.8,6.96034,20.234
11543.8,-8.65408,20.219
11378.6,-8.14834,20.281
11429.8,2.52884,20.266
11227.3,-9.99395,20.266
11314.1,4.26435,20.359
11292.3,-1.06944,20.422
11250.3,-2.04709,20.5
11222.6,-1.36071,20.359
11365.3,8.50161,16.781
11213.4,-8.02867,18.922
11102,-6.15801,18.078
11132.7,1.69173,18.141
11123.4,-0.512711,18.172
11208.2,4.66215,18.187
11383.6,9.65061,18.172
11481.1,5.36418,18.188
11487.6,0.353489,18.203
11494.3,0.371088,18.172
11497.4,0.16886,18.203
11357.2,-7.71439,18.172
11431.8,4.09954,18.203
11567.2,7.45628,18.156
11490.9,-4.18459,18.234
11597.6,5.87417,18.157
11632,1.89207,18.218
11472.8,-8.77888,18.141
11417.9,-3.00623,18.25
11435.5,0.971471,18.156
11434.8,-0.0390095,18.141
11560.2,6.91147,18.14
11573.1,0.713434,18.094
11547.5,-1.40462,18.203
11673.5,6.92631,18.188
11719.9,2.5565,18.14
11603.6,-6.32104,18.391
11629.1,1.40318,18.141
11454.8,-9.53729,18.281
11353.2,-5.55062,18.297
11425.8,3.99108,18.203
11501.2,4.12091,18.281
11509.7,0.46605,18.25
11391,-6.51272,18.219
11423.9,1.80735,18.172
11483.6,3.25082,18.375
11382.4,-5.56767,18.172
11495.6,6.21302,18.218
11483.8,-0.650177,18.125
11400.6,-4.54032,18.329
11353,-2.59944,18.312
11297.5,-3.04572,18.219
11369.9,3.95156,18.312
11200.7,-9.20875,18.375
11355.1,8.43081,18.313
11372.7,0.965926,18.219
11397.1,1.34032,18.234
11568.6,9.35616,18.328
11400.3,-9.22805,18.234
11535.3,7.36257,18.329
11436.2,-5.42851,18.25
11572.9,7.45817,18.328
11526.8,-2.51296,18.328
11622,5.18661,18.344
11802,9.79861,18.375
11753.5,-2.63909,18.406
11666.5,-4.7213,18.422
11797.4,7.14177,18.328
11630,-9.15506,18.281
11736.3,5.74865,18.484
11836.1,5.45188,18.313
11694,-7.7507,18.328
11762.1,3.69608,18.422
11935.7,9.44324,18.375
11814.1,-6.56407,18.516
11707.1,-5.8347,18.343
11650.8,-3.05411,18.422
11799.2,8.07007,18.391
11859.8,3.296,18.359
11956.8,5.27786,18.391
11941.1,-0.855325,18.359
12058.1,6.35858,18.391
12218.2,8.70597,18.39
12308.7,4.88857,18.516
12374.1,3.53849,18.484
12348.2,-1.40138,18.438
12167.9,-9.77509,18.453
12015.7,-8.23221,18.484
11986.1,-1.59775,18.547
12150.2,8.89996,18.438
12110.7,-2.13113,18.5
12138.9,1.52305,18.484
12126.1,-0.68419,18.641
12030.6,-5.18018,18.437
12046.9,0.869594,18.672
12194.2,7.96496,18.5
12132.5,-3.32208,18.578
12056.1,-4.11728,18.547
12001.6,-2.94204,18.547
11825.3,-9.47435,18.609
11744.3,-4.37594,18.5
11861.5,6.30322,18.594
11996.4,7.26466,18.563
12098.1,5.4482,18.672
12107.9,0.528824,18.546
12123.3,0.830193,18.579
12137.3,0.747993,18.625
12012.1,-6.69859,18.687
12119.1,5.71501,18.719
12112.7,-0.338217,18.703
12174.5,3.31395,18.641
12151.6,-1.22783,18.687
12037.4,-6.08577,18.766
12060,1.20722,18.734
11999.1,-3.25354,18.703
12157.6,8.45298,18.75
12077.1,-4.26812,18.86
12214.6,7.30894,18.812
12389.3,9.30257,18.781
12507.9,6.34007,18.703
12322.2,-9.92016,18.719
12428,5.64755,18.735
12304.6,-6.57573,18.765
12455.9,8.00008,18.906
12478.9,1.23049,18.735
12512.5,1.77588,18.922
12339.5,-9.18531,18.843
12492.1,8.11337,18.813
12399.1,-4.91659,18.922
12572.4,9.18354,18.875
12744.4,9.11135,18.875
12741.8,-0.133853,18.922
12872.4,6.96561,18.75
13001.8,6.81829,18.968
13063.5,3.26063,18.922
12963.7,-5.27074,18.938
12864.1,-5.24601,18.969
12732.1,-7.01301,18.828
12615.7,-6.13029,18.984
12464.5,-7.91883,19.094
12648.5,9.62206,19.125
12538.3,-5.77014,19.109
12649.3,5.82195,19.063
12510.9,-7.27877,19.015
12368.6,-7.47047,19.047
12264.9,-5.41402,19.156
12086.3,-9.29843,19.204
12192.7,5.55261,19.156
12283,4.74476,19.031
12109,-9.09778,19.125
12088.7,-1.06032,19.094
12077.6,-0.581824,19.156
12099,1.10949,19.281
12180.5,4.22896,19.282
12147.6,-1.70388,19.296
11979.8,-8.76107,19.157
12019.9,2.08363,19.234
11918.9,-5.24486,19.25
11923.2,0.222081,19.172
11884.4,-2.00846,19.297
11840.5,-2.26918,19.328
11965.1,6.42646,19.375
11776.1,-9.78609,19.312
11626.6,-7.74579,19.297
11534.2,-4.77853,19.344
11398.5,-7.00971,19.359
11472.5,3.82496,19.344
11511.4,2.00551,19.406
11651.4,7.21894,19.391
11481.3,-8.77458,19.375
11645.3,8.40053,19.516
11591.6,-2.75733,19.484
11734.2,7.33829,19.438
11567.9,-8.53597,19.484
11502.3,-3.3664,19.484
11581.7,4.07757,19.469
11414.6,-8.56931,19.5
11236.5,-9.1782,19.406
11108.6,-6.57629,19.438
11270.3,8.28162,19.515
11338.4,3.48636,19.547
11472.4,6.84848,19.563
11450.9,-1.091,19.719
11566.5,5.89761,19.609
11388.3,-9.04696,19.703
11437.5,2.50727,19.641
11423.4,-0.720405,19.656
11483.3,3.05934,19.609
11661.1,9.02265,19.703
11604.5,-2.85083,19.844
11599.6,-0.247265,19.86
11482.8,-5.83734,20.015
11443.3,-1.9762,19.969
11397.3,-2.27344,20.25
11364.1,-1.64873,20.109
11534.6,8.48545,20.094
11455,-3.93093,20.25
11595.9,6.96034,20.234
11420.9,-8.65408,20.219
11255.7,-8.14834,20.281
11306.9,2.52884,20.266
11104.4,-9.99395,20.266
11191.2,4.26435,20.359
11169.3,-1.06944,20.422
11127.4,-2.04709,20.5
11099.7,-1.36071,20.359
11242.3,8.50161,16.781
11090.4,-8.02867,18.922
10979.1,-6.15801,18.078
11009.8,1.69173,18.141
11000.5,-0.512711,18.172
11085.3,4.66215,18.187
11260.6,9.65061,18.172
11358.2,5.36418,18.188
11364.6,0.353489,18.203
11371.4,0.371088,18.172
11374.4,0.16886,18.203
11234.3,-7.71439,18.172
11308.9,4.09954,18.203
11444.3,7.45628,18.156
11368,-4.18459,18.234
11474.6,5.87417,18.157
11509.1,1.89207,18.218
11349.8,-8.77888,18.141
11295,-3.00623,18.25
11312.6,0.971471,18.156
11311.9,-0.0390095,18.141
11437.3,6.91147,18.14
11450.2,0.713434,18.094
11424.6,-1.40462,18.203
11550.6,6.92631,18.188
11597,2.5565,18.14
11480.7,-6.32104,18.391
11506.2,1.40318,18.141
11331.8,-9.53729,18.281
11230.3,-5.55062,18.297
11302.9,3.99108,18.203
11378.2,4.12091,18.281
11386.7,0.46605,18.25
11268.1,-6.51272,18.219
11300.9,1.80735,18.172
11360.7,3.25082,18.375
11259.5,-5.56767,18.172
11372.7,6.21302,18.218
11360.9,-0.650177,18.125
11277.7,-4.54032,18.329
11230.1,-2.59944,18.312
11174.6,-3.04572,18.219
11246.9,3.95156,18.312
11077.7,-9.20875,18.375
11232.1,8.43081,18.313
11249.7,0.965926,18.219
11274.2,1.34032,18.234
11445.6,9.35616,18.328
11277.4,-9.22805,18.234
11412.3,7.36257,18.329
11313.3,-5.42851,18.25
11449.9,7.45817,18.328
11403.9,-2.51296,18.328
11499,5.18661,18.344
11679.1,9.79861,18.375
11630.5,-2.63909,18.406
11543.5,-4.7213,18.422
11674.4,7.14177,18.328
11507.1,-9.15506,18.281
11613.3,5.74865,18.484
11713.2,5.45188,18.313
11571.1,-7.7507,18.328
11639.2,3.69608,18.422
11812.7,9.44324,18.375
11691.2,-6.56407,18.516
11584.2,-5.8347,18.343
11527.9,-3.05411,18.422
11676.3,8.07007,18.391
11736.8,3.296,18.359
11833.9,5.27786,18.391
11818.2,-0.855325,18.359
11935.1,6.35858,18.391
12095.2,8.70597,18.39
12185.7,4.88857,18.516
12251.1,3.53849,18.484
12225.3,-1.40138,18.438
12044.9,-9.77509,18.453
11892.8,-8.23221,18.484
11863.1,-1.59775,18.547
12027.2,8.89996,18.438
11987.8,-2.13113,18.5
12016,1.52305,18.484
12003.2,-0.68419,18.641
11907.7,-5.18018,18.437
11923.9,0.869594,18.672
12071.3,7.96496,18.5
12009.6,-3.32208,18.578
11933.2,-4.11728,18.547
11878.6,-2.94204,18.547
11702.3,-9.47435,18.609
11621.4,-4.37594,18.5
11738.6,6.30322,18.594
11873.4,7.26466,18.563
11975.2,5.4482,18.672
11985,0.528824,18.546
12000.4,0.830193,18.579
12014.3,0.747993,18.625
11889.1,-6.69859,18.687
11996.1,5.71501,18.719
11989.8,-0.338217,18.703
12051.6,3.31395,18.641
12028.6,-1.22783,18.687
11914.4,-6.08577,18.766
11937,1.20722,18.734
11876.2,-3.25354,18.703
12034.7,8.45298,18.75
11954.2,-4.26812,18.86
12091.7,7.30894,18.812
12266.4,9.30257,18.781
12385,6.34007,18.703
